razao,endereco,bairro,venda,data,combustivel,cidade,ix_semana
AUTO POSTO HALLAS LTDA,"RODOVIA BR-381 FERNAO DIAS, S/N KM484",Distrito Industrial Jardim Piemont Norte,4.694,2020-06-01,gasolina,Betim,1073
POSTO TURIM LTDA,"RODOVIA BR 381, S/N KM 424,1",Jardim Piemonte,4.695,2020-06-01,gasolina,Betim,1073
POSTO ALTEROSA LTDA.,"AVENIDA CAMPO DE OURIQUE, 1265",Jardim Alterosa,4.695,2020-06-01,gasolina,Betim,1073
POSTO ALTEROSA LTDA.,"AVENIDA JUIZ MARCO TULIO ISAAC, 4200",Jardim da Cidade,4.695,2020-06-01,gasolina,Betim,1073
POSTO VILA LIBERDADE LTDA,"AVENIDA EDMEIA MATTOS LAZZAROTTI, 1381",Angola,4.697,2020-06-01,gasolina,Betim,1073
AUTO POSTO RODRIGO LTDA,"AVENIDA ARTHUR DA SILVA BERNARDES, 355",Ingá,4.697,2020-06-01,gasolina,Betim,1073
POSTO D. PEDRO DE BETIM LTDA.,"RODOVIA BR 381, S/N KM 486",Brasiléia,4.799,2020-06-01,gasolina,Betim,1073
POSTO ALTEROSA LTDA.,"AVENIDA JUIZ MARCO TULIO ISAAC, 4200",Jardim da Cidade,4.495,2020-01-15,gasolina,Betim,1074
POSTO CIDADE NOVA LIMITADA,"AVENIDA JUIZ MARCO TULIO ISAAC, 330",Centro,4.599,2020-01-15,gasolina,Betim,1074
POSTO VILA AMARAL LTDA,"AVENIDA EDMEIA MATTOS LAZZAROTTI, 1100",Centro,4.677,2020-01-15,gasolina,Betim,1074
POSTO VILA FERNAO DIAS LTDA,"RODOVIA BR-381 FERNAO DIAS, S/N KM: 487;",Jardim Teresopolis,4.677,2020-01-15,gasolina,Betim,1074
AUTO POSTO HALLAS LTDA,"RODOVIA BR-381 FERNAO DIAS, S/N KM484",Distrito Industrial Jardim Piemont Norte,4.694,2020-01-15,gasolina,Betim,1074
POSTO ALTEROSA LTDA.,"AVENIDA CAMPO DE OURIQUE, 1265",Jardim Alterosa,4.695,2020-01-15,gasolina,Betim,1074
POSTO D. PEDRO DE BETIM LTDA.,"RODOVIA BR 381, S/N KM 486",Brasiléia,4.695,2020-01-15,gasolina,Betim,1074
AUTO POSTO RODRIGO LTDA,"AVENIDA ARTHUR DA SILVA BERNARDES, 355",Ingá,4.697,2020-01-15,gasolina,Betim,1074
POSTO TURIM LTDA,"RODOVIA BR 381, S/N KM 424,1",Jardim Piemonte,4.697,2020-01-15,gasolina,Betim,1074
POSTO ANGOLA LTDA,"RUA DO ROSARIO, 1001",Angola,4.697,2020-01-15,gasolina,Betim,1074
POSTO VILA LIBERDADE LTDA,"AVENIDA EDMEIA MATTOS LAZZAROTTI, 1381",Angola,4.697,2020-01-15,gasolina,Betim,1074
POSTO ALTEROSA LTDA.,"AVENIDA JUIZ MARCO TULIO ISAAC, 4200",Jardim da Cidade,4.495,2020-01-22,gasolina,Betim,1075
POSTO CIDADE NOVA LIMITADA,"AVENIDA JUIZ MARCO TULIO ISAAC, 330",Centro,4.599,2020-01-22,gasolina,Betim,1075
POSTO VILA FERNAO DIAS LTDA,"RODOVIA BR-381 FERNAO DIAS, S/N KM: 487;",Jardim Teresopolis,4.677,2020-01-22,gasolina,Betim,1075
POSTO VILA AMARAL LTDA,"AVENIDA EDMEIA MATTOS LAZZAROTTI, 1100",Centro,4.677,2020-01-22,gasolina,Betim,1075
AUTO POSTO HALLAS LTDA,"RODOVIA BR-381 FERNAO DIAS, S/N KM484",Distrito Industrial Jardim Piemont Norte,4.694,2020-01-22,gasolina,Betim,1075
POSTO D. PEDRO DE BETIM LTDA.,"RODOVIA BR 381, S/N KM 486",Brasiléia,4.695,2020-01-22,gasolina,Betim,1075
POSTO ALTEROSA LTDA.,"AVENIDA CAMPO DE OURIQUE, 1265",Jardim Alterosa,4.695,2020-01-22,gasolina,Betim,1075
AUTO POSTO RODRIGO LTDA,"AVENIDA ARTHUR DA SILVA BERNARDES, 355",Ingá,4.697,2020-01-22,gasolina,Betim,1075
POSTO VILA LIBERDADE LTDA,"AVENIDA EDMEIA MATTOS LAZZAROTTI, 1381",Angola,4.697,2020-01-22,gasolina,Betim,1075
POSTO TURIM LTDA,"RODOVIA BR 381, S/N KM 424,1",Jardim Piemonte,4.697,2020-01-22,gasolina,Betim,1075
POSTO ANGOLA LTDA,"RUA DO ROSARIO, 1001",Angola,4.697,2020-01-22,gasolina,Betim,1075
POSTO VILA FERNAO DIAS LTDA,"RODOVIA BR-381 FERNAO DIAS, S/N KM: 487;",Jardim Teresopolis,4.657,2020-01-30,gasolina,Betim,1076
POSTO VILA AMARAL LTDA,"AVENIDA EDMEIA MATTOS LAZZAROTTI, 1100",Centro,4.657,2020-01-30,gasolina,Betim,1076
AUTO POSTO HALLAS LTDA,"RODOVIA BR-381 FERNAO DIAS, S/N KM484",Distrito Industrial Jardim Piemont Norte,4.694,2020-01-30,gasolina,Betim,1076
POSTO D. PEDRO DE BETIM LTDA.,"RODOVIA BR 381, S/N KM 486",Brasiléia,4.695,2020-01-30,gasolina,Betim,1076
POSTO ALTEROSA LTDA.,"AVENIDA JUIZ MARCO TULIO ISAAC, 4200",Jardim da Cidade,4.695,2020-01-30,gasolina,Betim,1076
POSTO ALTEROSA LTDA.,"AVENIDA CAMPO DE OURIQUE, 1265",Jardim Alterosa,4.695,2020-01-30,gasolina,Betim,1076
POSTO TURIM LTDA,"RODOVIA BR 381, S/N KM 424,1",Jardim Piemonte,4.695,2020-01-30,gasolina,Betim,1076
AUTO POSTO RODRIGO LTDA,"AVENIDA ARTHUR DA SILVA BERNARDES, 355",Inga,4.697,2020-01-30,gasolina,Betim,1076
POSTO VILA LIBERDADE LTDA,"AVENIDA EDMEIA MATTOS LAZZAROTTI, 1381",Angola,4.697,2020-01-30,gasolina,Betim,1076
POSTO ANGOLA LTDA,"RUA DO ROSARIO, 1001",Angola,4.697,2020-01-30,gasolina,Betim,1076
POSTO CIDADE NOVA LIMITADA,"AVENIDA JUIZ MARCO TULIO ISAAC, 330",Centro,4.699,2020-01-30,gasolina,Betim,1076
POSTO VILA AMARAL LTDA,"AVENIDA EDMEIA MATTOS LAZZAROTTI, 1100",Centro,4.657,2020-06-02,gasolina,Betim,1077
POSTO VILA FERNAO DIAS LTDA,"RODOVIA BR-381 FERNAO DIAS, S/N KM: 487;",Jardim Teresopolis,4.657,2020-06-02,gasolina,Betim,1077
AUTO POSTO HALLAS LTDA,"RODOVIA BR-381 FERNAO DIAS, S/N KM484",Distrito Industrial Jardim Piemont Norte,4.694,2020-06-02,gasolina,Betim,1077
POSTO TURIM LTDA,"RODOVIA BR 381, S/N KM 424,1",Jardim Piemonte,4.695,2020-06-02,gasolina,Betim,1077
POSTO D. PEDRO DE BETIM LTDA.,"RODOVIA BR 381, S/N KM 486",Brasiléia,4.695,2020-06-02,gasolina,Betim,1077
POSTO ALTEROSA LTDA.,"AVENIDA JUIZ MARCO TULIO ISAAC, 4200",Jardim da Cidade,4.695,2020-06-02,gasolina,Betim,1077
POSTO ALTEROSA LTDA.,"AVENIDA CAMPO DE OURIQUE, 1265",Jardim Alterosa,4.695,2020-06-02,gasolina,Betim,1077
AUTO POSTO RODRIGO LTDA,"AVENIDA ARTHUR DA SILVA BERNARDES, 355",Inga,4.697,2020-06-02,gasolina,Betim,1077
POSTO VILA LIBERDADE LTDA,"AVENIDA EDMEIA MATTOS LAZZAROTTI, 1381",Angola,4.697,2020-06-02,gasolina,Betim,1077
POSTO ANGOLA LTDA,"RUA DO ROSARIO, 1001",Angola,4.697,2020-06-02,gasolina,Betim,1077
POSTO CIDADE NOVA LIMITADA,"AVENIDA JUIZ MARCO TULIO ISAAC, 330",Centro,4.699,2020-06-02,gasolina,Betim,1077
POSTO VILA FERNAO DIAS LTDA,"RODOVIA BR-381 FERNAO DIAS, S/N KM: 487;",Jardim Teresopolis,4.575,2020-10-02,gasolina,Betim,1078
POSTO ALTEROSA LTDA.,"AVENIDA JUIZ MARCO TULIO ISAAC, 4200",Jardim da Cidade,4.595,2020-10-02,gasolina,Betim,1078
POSTO VILA AMARAL LTDA,"AVENIDA EDMEIA MATTOS LAZZAROTTI, 1100",Centro,4.595,2020-10-02,gasolina,Betim,1078
POSTO VILA LIBERDADE LTDA,"AVENIDA EDMEIA MATTOS LAZZAROTTI, 1381",Angola,4.597,2020-10-02,gasolina,Betim,1078
POSTO ANGOLA LTDA,"RUA DO ROSARIO, 1001",Angola,4.597,2020-10-02,gasolina,Betim,1078
AUTO POSTO RODRIGO LTDA,"AVENIDA ARTHUR DA SILVA BERNARDES, 355",Inga,4.597,2020-10-02,gasolina,Betim,1078
POSTO CIDADE NOVA LIMITADA,"AVENIDA JUIZ MARCO TULIO ISAAC, 330",Centro,4.599,2020-10-02,gasolina,Betim,1078
AUTO POSTO HALLAS LTDA,"RODOVIA BR-381 FERNAO DIAS, S/N KM484",Distrito Industrial Jardim Piemont Norte,4.694,2020-10-02,gasolina,Betim,1078
POSTO D. PEDRO DE BETIM LTDA.,"RODOVIA BR 381, S/N KM 486",Brasiléia,4.695,2020-10-02,gasolina,Betim,1078
POSTO ALTEROSA LTDA.,"AVENIDA CAMPO DE OURIQUE, 1265",Jardim Alterosa,4.695,2020-10-02,gasolina,Betim,1078
POSTO TURIM LTDA,"RODOVIA BR 381, S/N KM 424,1",Jardim Piemonte,4.695,2020-10-02,gasolina,Betim,1078
POSTO VILA FERNAO DIAS LTDA,"RODOVIA BR-381 FERNAO DIAS, S/N KM: 487;",Jardim Teresopolis,4.575,2020-02-17,gasolina,Betim,1079
POSTO ALTEROSA LTDA.,"AVENIDA JUIZ MARCO TULIO ISAAC, 4200",Jardim da Cidade,4.595,2020-02-17,gasolina,Betim,1079
POSTO D. PEDRO DE BETIM LTDA.,"RODOVIA BR 381, S/N KM 486",Brasiléia,4.595,2020-02-17,gasolina,Betim,1079
POSTO VILA AMARAL LTDA,"AVENIDA EDMEIA MATTOS LAZZAROTTI, 1100",Centro,4.595,2020-02-17,gasolina,Betim,1079
POSTO ALTEROSA LTDA.,"AVENIDA CAMPO DE OURIQUE, 1265",Jardim Alterosa,4.595,2020-02-17,gasolina,Betim,1079
POSTO VILA LIBERDADE LTDA,"AVENIDA EDMEIA MATTOS LAZZAROTTI, 1381",Angola,4.597,2020-02-17,gasolina,Betim,1079
POSTO ANGOLA LTDA,"RUA DO ROSARIO, 1001",Angola,4.597,2020-02-17,gasolina,Betim,1079
AUTO POSTO RODRIGO LTDA,"AVENIDA ARTHUR DA SILVA BERNARDES, 355",Inga,4.597,2020-02-17,gasolina,Betim,1079
POSTO CIDADE NOVA LIMITADA,"AVENIDA JUIZ MARCO TULIO ISAAC, 330",Centro,4.599,2020-02-17,gasolina,Betim,1079
AUTO POSTO HALLAS LTDA,"RODOVIA BR-381 FERNAO DIAS, S/N KM484",Distrito Industrial Jardim Piemont Norte,4.694,2020-02-17,gasolina,Betim,1079
POSTO TURIM LTDA,"RODOVIA BR 381, S/N KM 424,1",Jardim Piemonte,4.695,2020-02-17,gasolina,Betim,1079
POSTO VILA FERNAO DIAS LTDA,"RODOVIA BR-381 FERNAO DIAS, S/N KM: 487;",Jardim Teresopolis,4.559,2020-02-24,gasolina,Betim,1080
POSTO VILA AMARAL LTDA,"AVENIDA EDMEIA MATTOS LAZZAROTTI, 1100",Centro,4.559,2020-02-24,gasolina,Betim,1080
POSTO ABRIL DAS AMERICAS LTDA,"AVENIDA DAS AMERICAS, 670",Centro,4.579,2020-02-24,gasolina,Betim,1080
POSTO D. PEDRO DE BETIM LTDA.,"RODOVIA BR 381, S/N KM 486",Brasiléia,4.595,2020-02-24,gasolina,Betim,1080
POSTO VILA LIBERDADE LTDA,"AVENIDA EDMEIA MATTOS LAZZAROTTI, 1381",Angola,4.597,2020-02-24,gasolina,Betim,1080
AUTO POSTO RODRIGO LTDA,"AVENIDA ARTHUR DA SILVA BERNARDES, 355",Inga,4.597,2020-02-24,gasolina,Betim,1080
POSTO ALTEROSA LTDA.,"AVENIDA JUIZ MARCO TULIO ISAAC, 4200",Jardim da Cidade,4.599,2020-02-24,gasolina,Betim,1080
POSTO ALTEROSA LTDA.,"AVENIDA CAMPO DE OURIQUE, 1265",Jardim Alterosa,4.599,2020-02-24,gasolina,Betim,1080
POSTO CIDADE NOVA LIMITADA,"AVENIDA JUIZ MARCO TULIO ISAAC, 330",Centro,4.599,2020-02-24,gasolina,Betim,1080
POSTO ANGOLA LTDA,"RUA DO ROSARIO, 1001",Angola,4.647,2020-02-24,gasolina,Betim,1080
AUTO POSTO HALLAS LTDA,"RODOVIA BR-381 FERNAO DIAS, S/N KM484",Distrito Industrial Jardim Piemont Norte,4.794,2020-02-24,gasolina,Betim,1080
POSTO VILA FERNAO DIAS LTDA,"RODOVIA BR-381 FERNAO DIAS, S/N KM: 487;",Jardim Teresopolis,4.559,2020-02-03,gasolina,Betim,1081
POSTO VILA AMARAL LTDA,"AVENIDA EDMEIA MATTOS LAZZAROTTI, 1100",Centro,4.559,2020-02-03,gasolina,Betim,1081
POSTO ABRIL DAS AMERICAS LTDA,"AVENIDA DAS AMERICAS, 670",Centro,4.579,2020-02-03,gasolina,Betim,1081
POSTO D. PEDRO DE BETIM LTDA.,"RODOVIA BR 381, S/N KM 486",Brasiléia,4.595,2020-02-03,gasolina,Betim,1081
AUTO POSTO RODRIGO LTDA,"AVENIDA ARTHUR DA SILVA BERNARDES, 355",Inga,4.597,2020-02-03,gasolina,Betim,1081
POSTO VILA LIBERDADE LTDA,"AVENIDA EDMEIA MATTOS LAZZAROTTI, 1381",Angola,4.597,2020-02-03,gasolina,Betim,1081
POSTO CIDADE NOVA LIMITADA,"AVENIDA JUIZ MARCO TULIO ISAAC, 330",Centro,4.599,2020-02-03,gasolina,Betim,1081
POSTO ALTEROSA LTDA.,"AVENIDA CAMPO DE OURIQUE, 1265",Jardim Alterosa,4.599,2020-02-03,gasolina,Betim,1081
POSTO ANGOLA LTDA,"RUA DO ROSARIO, 1001",Angola,4.599,2020-02-03,gasolina,Betim,1081
POSTO ALTEROSA LTDA.,"AVENIDA JUIZ MARCO TULIO ISAAC, 4200",Jardim da Cidade,4.599,2020-02-03,gasolina,Betim,1081
AUTO POSTO HALLAS LTDA,"RODOVIA BR-381 FERNAO DIAS, S/N KM484",Distrito Industrial Jardim Piemont Norte,4.794,2020-02-03,gasolina,Betim,1081
REDE SANTANA COMBUSTIVEIS CONTAGEM LTDA,"AVENIDA FRANCISCO FIRMO MATTOS, 2020",Cidade Jd. Eldorado,4.595,2020-03-01,gasolina,Contagem,1072
PIO XII COMBUSTIVEIS LTDA,"AVENIDA PIO XII, 45",Agua Branca,4.69,2020-03-01,gasolina,Contagem,1072
EXPRESSA COMERCIO DE DERIVADOS DE PETROLEO LTDA,"RUA JOAQUIM CAMARGOS, 195",Agua Branca,4.69,2020-03-01,gasolina,Contagem,1072
BERNARDO MONTEIRO COMBUSTIVEIS LTDA,"RUA SANTA EDWIGES, 21",Santa Terezinha,4.69,2020-03-01,gasolina,Contagem,1072
FARIA REVENDEDORA DE COMBUSTIVEIS LTDA,"AVENIDA HELENA DE VASCONCELOS COSTA, 4514",Bitacula e Perobas,4.695,2020-03-01,gasolina,Contagem,1072
METRO COMERCIO DE DERIVADOS DE PETROLEO LTDA,"VIA EXPRESSA, 223",Agua Branca,4.695,2020-03-01,gasolina,Contagem,1072
POSTO ALAMO LTDA,"VIA EXPRESSA DE CONTAGEM, 12.165",Petrolandia,4.695,2020-03-01,gasolina,Contagem,1072
NORTESUL POSTOS E SERVIÇOS LTDA,"AVENIDA HELENA DE VASCONCELOS COSTA, 1240",Fazendas das Perobas,4.695,2020-03-01,gasolina,Contagem,1072
POSTO VILA PICA PAU LTDA,"VIA EXPRESSA DE CONTAGEM, 6900",Bernardo Monteiro,4.695,2020-03-01,gasolina,Contagem,1072
ITAPORE COMERCIO DE COMBUSTIVEIS LTDA.,"VIA EXPRESSA DE CONTAGEM, 1665",Agua Branca,4.695,2020-03-01,gasolina,Contagem,1072
POSTO TELEFÉRICO LTDA.,"AVENIDA TELEFERICO, 825",Conjunto Habitacional Vereador Jose Custodio,4.695,2020-03-01,gasolina,Contagem,1072
POSTO PICA PAU LTDA,"AVENIDA HELENA VASCONCELO COSTA, 4447",Bitaculas Perobas,4.695,2020-03-01,gasolina,Contagem,1072
POSTO ZEPPE GRAND PRIX LTDA,"VIA EXPRESSA, 3.100",Bitacula e Perobas,4.695,2020-03-01,gasolina,Contagem,1072
POSTO ZEPPE OASIS LTDA,"VIA EXPRESSA, 2600",Cinco/perobas,4.695,2020-03-01,gasolina,Contagem,1072
AUTO POSTO SANTOS RIOS S.R. LTDA - ME,"VIA EXPRESSA DE CONTAGEM, 2835",Perobas,4.695,2020-03-01,gasolina,Contagem,1072
NORTESUL POSTOS E SERVIÇOS LTDA,"AVENIDA HELENA DE VASCONCELOS COSTA, 1235",Fazenda das Perobas,4.697,2020-03-01,gasolina,Contagem,1072
POSTO CRUZEIRO DO SUL LTDA,"RUA HUMBERTO DE MORO, 500",Inconfidentes,4.697,2020-03-01,gasolina,Contagem,1072
POSTO NOVA CONTAGEM LTDA,"RUA TIRADENTES, 1941",Industrial Santa Rita,4.59,2020-08-01,gasolina,Contagem,1073
POSTO VILA GAROTO LTDA,"AVENIDA JUSCELINO KUBSTCHEK, 651",Industrial,4.595,2020-08-01,gasolina,Contagem,1073
POSTO TEREZA CRISTINA LTDA,"RUA HUM, 34",Jardim Emaus,4.595,2020-08-01,gasolina,Contagem,1073
POSTO VILA MARIA DIAS LTDA,"AVENIDA BABITA CAMARGOS, 1330",Cidade Industrial,4.595,2020-08-01,gasolina,Contagem,1073
MILLENIUM COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA,"RUA TOMAZ DE ANDRADE, 85",Distrito Industrial,4.595,2020-08-01,gasolina,Contagem,1073
POSTO VIDAGO LTDA,"RUA TIRADENTES, 1530",Industrial,4.595,2020-08-01,gasolina,Contagem,1073
POSTO PETROLINA EIRELI,"RODOVIA BR-381, S/N KM 0900",Inconfidentes,4.627,2020-08-01,gasolina,Contagem,1073
GLAMA COMBUSTIVEIS & NEGOCIOS LTDA,"AVENIDA ALVARENGA PEIXOTO, 75",Inconfidentes,4.629,2020-08-01,gasolina,Contagem,1073
CCA COMERCIAL DE COMBUSTIVEIS AUTOMOTIVOS LTDA,"AVENIDA CORONEL JOVE SOARES NOGUEIRA, 300",Inconfidentes,4.629,2020-08-01,gasolina,Contagem,1073
POSTO BARREIRAO LTDA - EPP,"AVENIDA TEREZA CRISTINA, 2796",Jardim Industrial,4.647,2020-08-01,gasolina,Contagem,1073
POSTO JARDIM INDUSTRIAL LTDA,"AVENIDA TITO FULGENCIO, 401",Jardim Industrial,4.657,2020-08-01,gasolina,Contagem,1073
POSTO TROVAO LTDA,"AVENIDA TITO FULGENCIO, 1189",Jardim Industrial,4.657,2020-08-01,gasolina,Contagem,1073
POSTO QUATRO RODAS LTDA,"AVENIDA TITO FULGENCIO, 950",Jardim Industrial,4.657,2020-08-01,gasolina,Contagem,1073
POSTO OKLAHOMA LTDA,"RUA TIRADENTES, 1904",Industrial Sta Rita,4.659,2020-08-01,gasolina,Contagem,1073
POSTO OLEGARIO MACIEL LTDA,"AVENIDA CORONEL BENJAMIM GUIMARAES, 2288",Distrito Industrial,4.689,2020-08-01,gasolina,Contagem,1073
POSTO PAULISTA LTDA,"RODOVIA BR 381, 3300 KM 0600",Inconfidentes,4.6960000000000015,2020-08-01,gasolina,Contagem,1073
WMS SUPERMERCADOS DO BRASIL LTDA.,"AVENIDA GENERAL DAVID SARNOFF, 5350 ANEXO: SUPERCENTER;",Cidade Industrial,4.699,2020-08-01,gasolina,Contagem,1073
LB COMERCIO DE PETROLEO EIRELI,"RODOVIA BR-040, SN KM 08",Morada Nova,4.598,2020-01-16,gasolina,Contagem,1074
POSTO DO BETO LTDA,"AVENIDA DAS AMERICAS, 894",Kenedy,4.599,2020-01-16,gasolina,Contagem,1074
POSTO LUIZA LTDA,"RODOVIA BR-040, 318 KM 522 E KM 318",Morada Nova,4.627,2020-01-16,gasolina,Contagem,1074
POSTO JC LTDA - EPP,"AV. PRINCESA ISABEL, 682",Parque Recreio,4.6389999999999985,2020-01-16,gasolina,Contagem,1074
POSTO FAISCA LTDA.,"AVENIDA JOAO SOARES, 564",Xangri-la,4.654,2020-01-16,gasolina,Contagem,1074
POSTO BALNEARIO LTDA,"AVENIDA ABILIO MACHADO, 4519",Vila Perola,4.655,2020-01-16,gasolina,Contagem,1074
POSTO LOURA EMPREENDIMENTOS LTDA,"AVENIDA JOAO SOARES, 1024",Parque Xangri La,4.655,2020-01-16,gasolina,Contagem,1074
POSTO SUPREMO LTDA,"AVENIDA PRINCESA IZABEL, 320",Parque Recreio,4.658,2020-01-16,gasolina,Contagem,1074
POSTO AGUA BRANCA DERIVADOS DE PETROLEO LTDA - ME,"RUA HIBISCO, 65",Chacara Boa Vista,4.659,2020-01-16,gasolina,Contagem,1074
WJE COMBUSTIVEIS LTDA,"RODOVIA BR-040, S/N KM 526.7",Vila Paris,4.695,2020-01-16,gasolina,Contagem,1074
CARVALHO ENGENHARIA LTDA,"AVENIDA CEMIG, 500",Nacional,4.699,2020-01-16,gasolina,Contagem,1074
RODRIGUES SILVA DERIVADOS DE PETRÓLEO LTDA,"RUA SANTA MARIA, 43",Pedra Azul,4.758,2020-01-16,gasolina,Contagem,1074
CENTRO AUTOMOTIVO DEL-REY LTDA,"AVENIDA SEVERINO BALLESTEROS RODRIGUES, 900",Ressaca,4.798,2020-01-16,gasolina,Contagem,1074
EMPREENDIMENTOS BRITO LIMA LTDA,"RODOVIA BR 040 KM 688, S/Nº CEASA",Guanabara,4.799,2020-01-16,gasolina,Contagem,1074
EMPREENDIMENTOS BRITO LIMA LTDA,"AVENIDA SEVERINO BALLESTEIROS, 256 CEASA",Guanabara,4.799,2020-01-16,gasolina,Contagem,1074
MERCANTIL LAGUNA LTDA,"AVENIDA FERNAO DIAS, 603",Jardim Laguna,4.949,2020-01-16,gasolina,Contagem,1074
POSTO FELIPE LTDA,"RUA RODRIGUES DA CUNHA, 611",Balneário da Ressaca,4.999,2020-01-16,gasolina,Contagem,1074
PIO XII COMBUSTIVEIS LTDA,"AVENIDA PIO XII, 45",Agua Branca,4.61,2020-01-22,gasolina,Contagem,1075
BERNARDO MONTEIRO COMBUSTIVEIS LTDA,"RUA SANTA EDWIGES, 21",Santa Terezinha,4.617,2020-01-22,gasolina,Contagem,1075
POSTO BALNEARIO LTDA,"AVENIDA ABILIO MACHADO, 4519",Vila Perola,4.655,2020-01-22,gasolina,Contagem,1075
POSTO ALAMO LTDA,"VIA EXPRESSA DE CONTAGEM, 12.165",Petrolandia,4.69,2020-01-22,gasolina,Contagem,1075
EXPRESSA COMERCIO DE DERIVADOS DE PETROLEO LTDA,"RUA JOAQUIM CAMARGOS, 195",Agua Branca,4.69,2020-01-22,gasolina,Contagem,1075
POSTO ZEPPE GRAND PRIX LTDA,"VIA EXPRESSA, 3.100",Bitacula e Perobas,4.69,2020-01-22,gasolina,Contagem,1075
POSTO TELEFÉRICO LTDA.,"AVENIDA TELEFERICO, 825",Conjunto Habitacional Vereador Jose Custodio,4.69,2020-01-22,gasolina,Contagem,1075
FARIA REVENDEDORA DE COMBUSTIVEIS LTDA,"AVENIDA HELENA DE VASCONCELOS COSTA, 4514",Bitacula e Perobas,4.69,2020-01-22,gasolina,Contagem,1075
POSTO ZEPPE OASIS LTDA,"VIA EXPRESSA, 2600",Cinco/perobas,4.69,2020-01-22,gasolina,Contagem,1075
AUTO POSTO SANTOS RIOS S.R. LTDA - ME,"VIA EXPRESSA DE CONTAGEM, 2835",Perobas,4.695,2020-01-22,gasolina,Contagem,1075
NORTESUL POSTOS E SERVIÇOS LTDA,"AVENIDA HELENA DE VASCONCELOS COSTA, 1240",Fazendas das Perobas,4.695,2020-01-22,gasolina,Contagem,1075
METRO COMERCIO DE DERIVADOS DE PETROLEO LTDA,"VIA EXPRESSA, 223",Agua Branca,4.695,2020-01-22,gasolina,Contagem,1075
NORTESUL POSTOS E SERVIÇOS LTDA,"AVENIDA HELENA DE VASCONCELOS COSTA, 1235",Fazenda das Perobas,4.695,2020-01-22,gasolina,Contagem,1075
POSTO PICA PAU LTDA,"AVENIDA HELENA VASCONCELO COSTA, 4447",Bitaculas Perobas,4.695,2020-01-22,gasolina,Contagem,1075
POSTO NORTE SUL LTDA,"AVENIDA OLIMPIO GARCIA, 1100",Cid Jd Eldorado,4.697,2020-01-22,gasolina,Contagem,1075
POSTO VILA PICA PAU LTDA,"VIA EXPRESSA DE CONTAGEM, 6900",Bernardo Monteiro,4.72,2020-01-22,gasolina,Contagem,1075
EMPREENDIMENTOS BRITO LIMA LTDA,"AVENIDA SEVERINO BALLESTEIROS, 256 CEASA",Guanabara,4.849,2020-01-22,gasolina,Contagem,1075
POSTO QUATRO RODAS LTDA,"AVENIDA TITO FULGENCIO, 950",Jardim Industrial,4.563,2020-01-29,gasolina,Contagem,1076
LB COMERCIO DE PETROLEO EIRELI,"RODOVIA BR-040, SN KM 08",Morada Nova,4.607,2020-01-29,gasolina,Contagem,1076
POSTO TEREZA CRISTINA LTDA,"RUA HUM, 34",Jardim Emaus,4.657,2020-01-29,gasolina,Contagem,1076
POSTO TROVAO LTDA,"AVENIDA TITO FULGENCIO, 1189",Jardim Industrial,4.657,2020-01-29,gasolina,Contagem,1076
POSTO JARDIM INDUSTRIAL LTDA,"AVENIDA TITO FULGENCIO, 401",Jardim Industrial,4.657,2020-01-29,gasolina,Contagem,1076
POSTO BARREIRAO LTDA - EPP,"AVENIDA TEREZA CRISTINA, 2796",Jardim Industrial,4.657,2020-01-29,gasolina,Contagem,1076
POSTO VILA MARIA DIAS LTDA,"AVENIDA BABITA CAMARGOS, 1330",Cidade Industrial,4.659,2020-01-29,gasolina,Contagem,1076
POSTO VIDAGO LTDA,"RUA TIRADENTES, 1530",Industrial,4.659,2020-01-29,gasolina,Contagem,1076
POSTO VILA GAROTO LTDA,"AVENIDA JUSCELINO KUBSTCHEK, 651",Industrial,4.659,2020-01-29,gasolina,Contagem,1076
MILLENIUM COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA,"RUA TOMAZ DE ANDRADE, 85",Distrito Industrial,4.66,2020-01-29,gasolina,Contagem,1076
POSTO NOVA CONTAGEM LTDA,"RUA TIRADENTES, 1941",Industrial Santa Rita,4.66,2020-01-29,gasolina,Contagem,1076
POSTO OLEGARIO MACIEL LTDA,"AVENIDA CORONEL BENJAMIM GUIMARAES, 2288",Distrito Industrial,4.66,2020-01-29,gasolina,Contagem,1076
CCA COMERCIAL DE COMBUSTIVEIS AUTOMOTIVOS LTDA,"AVENIDA CORONEL JOVE SOARES NOGUEIRA, 300",Inconfidentes,4.675,2020-01-29,gasolina,Contagem,1076
POSTO OKLAHOMA LTDA,"RUA TIRADENTES, 1904",Industrial Sta Rita,4.6789999999999985,2020-01-29,gasolina,Contagem,1076
GLAMA COMBUSTIVEIS & NEGOCIOS LTDA,"AVENIDA ALVARENGA PEIXOTO, 75",Inconfidentes,4.6789999999999985,2020-01-29,gasolina,Contagem,1076
POSTO PAULISTA LTDA,"RODOVIA BR 381, 3300 KM 0600",Inconfidentes,4.6960000000000015,2020-01-29,gasolina,Contagem,1076
WMS SUPERMERCADOS DO BRASIL LTDA.,"AVENIDA GENERAL DAVID SARNOFF, 5350 ANEXO: SUPERCENTER;",Cidade Industrial,4.699,2020-01-29,gasolina,Contagem,1076
POSTO BALNEARIO LTDA,"AVENIDA ABILIO MACHADO, 4519",Vila Perola,4.565,2020-06-02,gasolina,Contagem,1077
